301000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
331000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
361000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
391000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
421000: 0.0, 0.0, 0.0, 0.0, 0.048921266968325786: 0.0122303167421: 0.0, 0.0, 0.0, 0.0, 0.0
451000: 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798: 0.1252330455: 0.0, 0.0, 0.0, 0.0, 0.0
481000: 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804: 0.272689037624: 0.0, 0.0, 0.0, 0.0, 0.0
511000: 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367: 0.386360224568: 0.0, 0.0, 0.0, 0.0, 0.0
541000: 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655: 0.519588531507: 0.0, 0.0, 0.0, 0.0, 0.048921266968325786
571000: 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659: 0.599388744527: 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798
601000: 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661: 0.705348978863: 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804
631000: 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576: 0.808980920322: 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367
661000: 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473: 0.8135004958: 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655
691000: 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017: 0.731594693182: 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659
721000: 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342: 0.667155008118: 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661
751000: 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897: 0.769562315443: 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576
781000: 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958: 0.910531869553: 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473
811000: 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958, 0.8228027342047927: 1.00533541394: 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017
841000: 0.755906165577342, 1.2788417429193897, 1.1637910130718958, 0.8228027342047927, 0.652034645969499: 0.979367534041: 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342
871000: 1.2788417429193897, 1.1637910130718958, 0.8228027342047927, 0.652034645969499, 1.1949837581699347: 0.958403037854: 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897
901000: 1.1637910130718958, 0.8228027342047927, 0.652034645969499, 1.1949837581699347, 1.487598676470588: 1.0393549537: 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958
931000: 0.8228027342047927, 0.652034645969499, 1.1949837581699347, 1.487598676470588, 0.907857037037037: 1.06061852941: 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958, 0.8228027342047927
