481000: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804: 0.218151230099: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
511000: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367: 0.309088179655: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
541000: 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655: 0.425455078599: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
571000: 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659: 0.569913178628: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786
601000: 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661: 0.682243976789: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798
631000: 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576: 0.738121685814: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804
661000: 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473: 0.767167295584: 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367
691000: 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017: 0.739518107969: 0.0, 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655
721000: 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342: 0.736456987661: 0.0, 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659
751000: 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897: 0.789492355078: 0.0, 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661
781000: 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958: 0.848408054969: 0.0, 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576
811000: 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958, 0.8228027342047927: 0.892986042484: 0.0, 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473
841000: 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958, 0.8228027342047927, 0.652034645969499: 0.934675260349: 0.048921266968325786, 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017
871000: 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342, 1.2788417429193897, 1.1637910130718958, 0.8228027342047927, 0.652034645969499, 1.1949837581699347: 1.02249077887: 0.4520109150326798, 0.5898239684933804, 0.45468474777945367, 0.5818344947209655, 0.7712117671149659, 1.0136649058362661, 0.8692125136165576, 0.599912796631473, 0.44358855664488017, 0.755906165577342
