301000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
331000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
361000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
391000: 0.0, 0.0, 0.0, 0.0, 0.0: 0.0: 0.0, 0.0, 0.0, 0.0, 0.0
421000: 0.0, 0.0, 0.0, 0.0, 0.04861523747276687: 0.0121538093682: 0.0, 0.0, 0.0, 0.0, 0.0
451000: 0.0, 0.0, 0.0, 0.04861523747276687, 0.16541450980392147: 0.0535074368192: 0.0, 0.0, 0.0, 0.0, 0.0
481000: 0.0, 0.0, 0.04861523747276687, 0.16541450980392147, 0.37225588017429173: 0.146571406863: 0.0, 0.0, 0.0, 0.0, 0.0
511000: 0.0, 0.04861523747276687, 0.16541450980392147, 0.37225588017429173, 0.8614225539215682: 0.361927045343: 0.0, 0.0, 0.0, 0.0, 0.0
541000: 0.04861523747276687, 0.16541450980392147, 0.37225588017429173, 0.8614225539215682, 0.8419153937908498: 0.560252084423: 0.0, 0.0, 0.0, 0.0, 0.04861523747276687
571000: 0.16541450980392147, 0.37225588017429173, 0.8614225539215682, 0.8419153937908498, 0.5077321032432938: 0.645831482783: 0.0, 0.0, 0.0, 0.04861523747276687, 0.16541450980392147
601000: 0.37225588017429173, 0.8614225539215682, 0.8419153937908498, 0.5077321032432938, 0.5959369677510977: 0.701751754677: 0.0, 0.0, 0.04861523747276687, 0.16541450980392147, 0.37225588017429173
631000: 0.8614225539215682, 0.8419153937908498, 0.5077321032432938, 0.5959369677510977, 0.33196577732566557: 0.569387560528: 0.0, 0.04861523747276687, 0.16541450980392147, 0.37225588017429173, 0.8614225539215682
661000: 0.8419153937908498, 0.5077321032432938, 0.5959369677510977, 0.33196577732566557, 0.19836702066099884: 0.408500467245: 0.04861523747276687, 0.16541450980392147, 0.37225588017429173, 0.8614225539215682, 0.8419153937908498
691000: 0.5077321032432938, 0.5959369677510977, 0.33196577732566557, 0.19836702066099884, 0.24999999999999997: 0.344067441434: 0.16541450980392147, 0.37225588017429173, 0.8614225539215682, 0.8419153937908498, 0.5077321032432938
721000: 0.5959369677510977, 0.33196577732566557, 0.19836702066099884, 0.24999999999999997, 0.4733333333333333: 0.31341653283: 0.37225588017429173, 0.8614225539215682, 0.8419153937908498, 0.5077321032432938, 0.5959369677510977
751000: 0.33196577732566557, 0.19836702066099884, 0.24999999999999997, 0.4733333333333333, 0.6048119063180825: 0.381628065078: 0.8614225539215682, 0.8419153937908498, 0.5077321032432938, 0.5959369677510977, 0.33196577732566557
781000: 0.19836702066099884, 0.24999999999999997, 0.4733333333333333, 0.6048119063180825, 0.37130201525054474: 0.424861813725: 0.8419153937908498, 0.5077321032432938, 0.5959369677510977, 0.33196577732566557, 0.19836702066099884
811000: 0.24999999999999997, 0.4733333333333333, 0.6048119063180825, 0.37130201525054474, 0.7239869215409688: 0.543358544111: 0.5077321032432938, 0.5959369677510977, 0.33196577732566557, 0.19836702066099884, 0.24999999999999997
841000: 0.4733333333333333, 0.6048119063180825, 0.37130201525054474, 0.7239869215409688, 0.8902505154079858: 0.647587839629: 0.5959369677510977, 0.33196577732566557, 0.19836702066099884, 0.24999999999999997, 0.4733333333333333
871000: 0.6048119063180825, 0.37130201525054474, 0.7239869215409688, 0.8902505154079858, 0.5140962953920717: 0.624908936898: 0.33196577732566557, 0.19836702066099884, 0.24999999999999997, 0.4733333333333333, 0.6048119063180825
901000: 0.37130201525054474, 0.7239869215409688, 0.8902505154079858, 0.5140962953920717, 0.6184722222222223: 0.686701488641: 0.19836702066099884, 0.24999999999999997, 0.4733333333333333, 0.6048119063180825, 0.37130201525054474
