2.533792, 1.620025 1.661020 1.800915 1.788946 1.866468 1.803264 1.622341 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 
2.673553, 1.661020 1.800915 1.788946 1.866468 1.803264 1.622341 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 
2.753924, 1.800915 1.788946 1.866468 1.803264 1.622341 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 
2.792111, 1.788946 1.866468 1.803264 1.622341 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 
2.785497, 1.866468 1.803264 1.622341 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 
2.778564, 1.803264 1.622341 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 
2.830762, 1.622341 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 
2.828884, 1.521950 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 
2.780602, 1.478391 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 
2.748388, 1.372824 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 
2.794187, 1.384388 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 
2.837023, 1.320051 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 
2.855479, 1.032236 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 
2.883983, 0.977477 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 
2.988572, 0.971559 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 
3.055555, 1.070583 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 
3.065538, 1.076629 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 
3.014332, 1.077803 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 
2.957642, 1.135050 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 
2.943610, 1.113012 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 
2.853566, 1.181586 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 
2.714984, 1.129274 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 
2.625922, 1.159959 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 
2.568856, 1.294536 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 
2.500232, 1.259486 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 
2.442180, 1.286706 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 
2.333341, 1.324965 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 
2.282562, 1.479054 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 
2.268338, 1.519035 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 
2.270499, 1.509039 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 
2.293265, 1.390621 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 
2.355750, 1.463113 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 
2.420841, 1.651324 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 
2.474217, 1.624857 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 
2.491932, 1.859432 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 
2.520914, 1.816769 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 
2.582789, 1.754964 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 
2.651207, 1.692892 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 
2.688123, 1.789717 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 
2.647144, 1.919977 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 2.490821 
2.606351, 2.314924 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 2.490821 2.373817 
2.591773, 2.520489 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 2.490821 2.373817 2.489355 
2.637718, 2.776726 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 2.490821 2.373817 2.489355 2.854019 
2.651910, 2.896628 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 2.490821 2.373817 2.489355 2.854019 2.960735 
2.669431, 2.670655 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 2.490821 2.373817 2.489355 2.854019 2.960735 2.965384 
2.682159, 2.637144 2.898304 2.877525 2.787795 2.730431 2.848097 3.036042 2.623994 2.560331 2.652024 3.108391 3.030283 2.977286 3.235574 3.356116 3.029214 2.721904 2.749946 2.633455 2.879063 2.605264 2.386044 2.405776 2.322444 2.269576 2.227093 2.117188 2.249816 2.286477 2.420898 2.481805 2.706976 2.682730 2.490821 2.373817 2.489355 2.854019 2.960735 2.965384 2.395882 
